cluster_rep	name_	member_ids	locus	assembly	n_members	n_chromosomes	n_plasmids	virus_percent	product	avg_iso	phylum	species	mean_length	percent_cas13
WP_001196960.1	[]	['YP_003028677.1', 'WP_007894316.1', 'WP_003043797.1', 'WP_096421995.1', 'WP_011680864.1', 'WP_002984819.1', 'WP_003076254.1', 'WP_003016256.1', 'WP_018371186.1', 'WP_001196964.1', 'WP_001196961.1', 'WP_001196967.1', 'WP_003086110.1', 'WP_001196976.1', 'WP_024532818.1', 'WP_003024225.1', 'WP_002936483.1', 'WP_001196973.1', 'WP_012677786.1', 'NP_358804.2', 'WP_012658295.1', 'WP_001196960.1', 'WP_014636961.1', 'WP_001818878.1', 'WP_001196968.1', 'WP_095122950.1', 'YP_003445899.1', 'NP_688299.1']	['AcrIIA21']	['GCF_000007045.1_ASM704v1', 'GCF_000007265.1_ASM726v1', 'GCF_000014365.2_ASM1436v2', 'GCF_000018965.1_ASM1896v1', 'GCF_000018985.1_ASM1898v1', 'GCF_000019005.1_ASM1900v1', 'GCF_000019825.1_ASM1982v1', 'GCF_000019985.1_ASM1998v1', 'GCF_000026605.1_ASM2660v1', 'GCF_000026665.1_ASM2666v1', 'GCF_000026725.1_ASM2672v1', 'GCF_000026745.1_ASM2674v1', 'GCF_000027165.1_ASM2716v1', 'GCF_000146975.1_ASM14697v1', 'GCF_000168355.3_ASM16835v3', 'GCF_000188715.1_ASM18871v1', 'GCF_000196055.1_ASM19605v1', 'GCF_000210955.1_ASM21095v1', 'GCF_000210975.1_ASM21097v1', 'GCF_000210995.1_ASM21099v1', 'GCF_000211015.1_ASM21101v1', 'GCF_000211035.1_ASM21103v2', 'GCF_000211055.1_ASM21105v2', 'GCF_000211075.1_ASM21107v1', 'GCF_000211095.1_ASM21109v1', 'GCF_000231865.1_ASM23186v1', 'GCF_000231885.1_ASM23188v1', 'GCF_000253395.1_ASM25339v1', 'GCF_000262145.1_ASM26214v1', 'GCF_000427035.1_09mas018883', 'GCF_000463385.1_ASM46338v1', 'GCF_000463505.1_ASM46350v1', 'GCF_000730215.1_ASM73021v2', 'GCF_000817005.1_ASM81700v1', 'GCF_000831165.1_ASM83116v1', 'GCF_000993745.1_ASM99374v1', 'GCF_001190885.1_ASM119088v1', 'GCF_001266635.1_ASM126663v1', 'GCF_001272635.1_ASM127263v1', 'GCF_001457635.1_NCTC7465', 'GCF_001553685.1_ASM155368v1', 'GCF_001572685.1_ASM157268v1', 'GCF_001610935.1_ASM161093v1', 'GCF_001896045.1_ASM189604v1', 'GCF_001936415.1_ASM193641v1', 'GCF_001983955.1_ASM198395v1', 'GCF_002111405.1_ASM211140v1', 'GCF_002189695.1_ASM218969v1', 'GCF_002197385.1_ASM219738v1', 'GCF_002355895.1_ASM235589v1', 'GCF_002356415.1_ASM235641v1', 'GCF_002357995.1_ASM235799v1', 'GCF_002386345.1_ASM238634v1', 'GCF_002736265.1_ASM273626v1', 'GCF_002803825.1_ASM280382v1', 'GCF_002812525.1_ASM281252v1', 'GCF_002813535.1_ASM281353v1', 'GCF_002813955.1_ASM281395v1', 'GCF_002814135.1_ASM281413v1', 'GCF_002947575.1_ASM294757v1', 'GCF_003003495.1_ASM300349v1', 'GCF_003144175.1_ASM314417v1', 'GCF_003288015.1_ASM328801v1', 'GCF_003288035.1_ASM328803v1', 'GCF_003288175.1_ASM328817v1', 'GCF_003351525.1_ASM335152v1', 'GCF_003351645.1_ASM335164v1', 'GCF_003351705.1_ASM335170v1', 'GCF_003354825.1_ASM335482v1', 'GCF_003403115.1_ASM340311v1', 'GCF_003609975.1_ASM360997v1', 'GCF_003966485.1_ASM396648v1', 'GCF_003966505.1_ASM396650v1', 'GCF_003966545.1_ASM396654v1', 'GCF_003967155.1_ASM396715v1', 'GCF_004331935.1_ASM433193v1', 'GCF_004843685.1_ASM484368v1', 'GCF_900078265.1_SA111', 'GCF_900187245.1_51470_D02', 'GCF_900474945.1_42017_E01', 'GCF_900474985.1_41965_C01', 'GCF_900475255.1_42545_F02', 'GCF_900475305.1_43721_E02', 'GCF_900475355.1_44087_E01', 'GCF_900475515.1_42731_F01', 'GCF_900475595.1_44343_G01', 'GCF_900475725.1_46166_D01', 'GCF_900475805.1_46514_B03', 'GCF_900476445.1_55312_D02', 'GCF_900476455.1_55312_E02', 'GCF_900476475.1_49768_F01', 'GCF_900476505.1_55312_C02', 'GCF_900618545.1_4496', 'GCF_900635345.1_41686_B01', 'GCF_900636375.1_41594_B01', 'GCF_900636585.1_43058_B01', 'GCF_900636715.1_43908_E01', 'GCF_900637075.1_48128_D02', 'GCF_901521425.1_5645STDY7765767', 'GCF_901542335.1_41825_G01', 'GCF_901543615.1_42731_E02', 'GCF_901543995.1_42880_D01', 'GCF_901544215.1_42880_F01', 'GCF_901553755.1_41851_D01']	104	1.0	0.0	0.0	['50S ribosomal protein L7/L12', 'hypothetical protein']	4.4512798602764425	['firmicutes']	['Streptococcus']	121.52884615384616	0.0
WP_053866474.1	[]	['WP_125336601.1', 'WP_053866474.1']	['AcrIIA21']	['GCF_001572685.1_ASM157268v1', 'GCF_900635155.1_36725_F02']	2	1.0	0.0	0.0	['hypothetical protein']	7.9447021484375	['firmicutes']	['Streptococcus']	74.5	0.0
WP_065928812.1	[]	['WP_003625713.1', 'WP_075667788.1', 'WP_007127113.1', 'WP_003650115.1', 'WP_010492168.1', 'WP_008212490.1', 'WP_065928812.1']	['AcrIIA21']	['GCF_000189515.1_ASM18951v1', 'GCF_001702175.1_ASM170217v1', 'GCF_001702195.1_ASM170219v1', 'GCF_001941785.1_ASM194178v1', 'GCF_002442835.1_ASM244283v1', 'GCF_002706375.1_ASM270637v1', 'GCF_005886075.1_ASM588607v1', 'GCF_006228285.1_ASM622828v1']	10	0.1	0.9	0.0	['DUF2974 domain-containing protein', 'dihydrodipicolinate reductase', 'hypothetical protein']	6.6926513671875	['firmicutes']	['Lactobacillus']	91.0	0.0
WP_072613608.1	[]	['WP_072613608.1', 'WP_004915859.1', 'WP_041773559.1', 'WP_011679797.1', 'WP_050884830.1', 'WP_036086528.1', 'WP_071952369.1']	['AcrIIA21']	['GCF_000014445.1_ASM1444v1', 'GCF_000092505.1_ASM9250v1', 'GCF_001047695.1_ASM104769v1', 'GCF_001583825.1_ASM158382v1', 'GCF_001886915.1_ASM188691v1', 'GCF_001891125.1_ASM189112v1', 'GCF_002117185.1_ASM211718v1', 'GCF_002370395.1_ASM237039v1', 'GCF_003255835.1_ASM325583v1', 'GCF_004103675.1_ASM410367v1', 'GCF_004194375.1_ASM419437v1']	11	1.0	0.0	0.0	['XRE family transcriptional regulator', 'helix-turn-helix transcriptional regulator']	8.814747203480113	['firmicutes']	['Leuconostoc']	77.0	0.0
WP_006248640.1	[]	['WP_006248640.1', 'YP_009196062.1']	['aca3']	['GCF_000376645.1_ASM37664v1', 'GCF_000422095.1_ASM42209v1', 'GCF_000422145.1_ASM42214v1', 'GCF_000439735.1_ASM43973v1', 'GCF_000963635.1_ASM96363v1', 'GCF_000963675.1_ASM96367v1', 'GCF_001505275.1_ViralProj307960', 'GCF_002285575.1_ASM228557v1', 'GCF_002285595.1_ASM228559v1', 'GCF_002285615.1_ASM228561v1', 'GCF_002285815.1_ASM228581v1']	11	0.9090909090909091	0.0	0.09090909090909091	['hypothetical protein']	8.92718505859375	['g-proteobacteria', 'viruses']	['Mannheimia']	184.0909090909091	0.0
WP_060613673.1	[]	['WP_060613673.1']	['aca4']	['GCF_001449085.1_ASM144908v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.31744384765625	['g-proteobacteria']	['Pseudomonas']	103.0	0.0
WP_013541031.1	[]	['WP_013541031.1']	['aca4']	['GCF_000184745.1_ASM18474v1']	1	1.0	0.0	0.0	['hypothetical protein']	7.97869873046875	['b-proteobacteria']	['Variovorax']	81.0	0.0
WP_121268700.1	['AcrIF16']	['WP_121268700.1']	['AcrIF16', 'AcrIF17_1', 'AcrIF19', 'AcrIF20_1', 'AcrIF20_2', 'aca5']	['GCF_003628655.1_ASM362865v1']	6	1.0	0.0	0.0	['hypothetical protein']	9.96856689453125	['enterobacteria']	['Pectobacterium']	169.0	0.0
YP_009362551.1	[]	['YP_009362664.1', 'YP_009362915.1', 'YP_009362782.1', 'YP_009362970.1', 'YP_009362558.1', 'YP_009362681.1', 'YP_009362787.1', 'YP_009362551.1']	['AcrIIIB1', 'acaID1']	['GCF_002158595.1_ViralProj387746', 'GCF_002158615.1_ViralProj387750', 'GCF_002158675.1_ViralProj387747', 'GCF_002158715.1_ViralProj387744', 'GCF_002158735.1_ViralProj387748', 'GCF_002158755.1_ViralProj387737', 'GCF_002158795.1_ViralProj387745', 'GCF_002158815.1_ViralProj387749']	13	0.0	0.0	1.0	['hypothetical protein']	5.760671762319712	['viruses']	['Sulfolobus']	53.0	0.0
WP_039198164.1	[]	['WP_039198164.1']	['AcrIC5']	['GCF_000800455.1_ASM80045v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.28570556640625	['high GC Gram+']	['Bifidobacterium']	150.0	0.0
WP_080227991.1	['AcrIE8_1', 'AcrIE8_2']	['WP_038434996.1', 'WP_007778777.1', 'WP_009483893.1', 'WP_041460602.1', 'WP_080227991.1', 'WP_111752287.1']	['AcrIE8_1', 'AcrIE8_2', 'AcrVA2', 'aca5']	['GCF_000017665.1_ASM1766v1', 'GCF_000785005.1_ASM78500v1', 'GCF_001022035.1_ASM102203v1', 'GCF_001277215.2_ASM127721v2', 'GCF_001746535.1_ASM174653v1', 'GCF_001902355.1_ASM190235v1', 'GCF_001952875.1_ASM195287v1', 'GCF_002211865.1_ASM221186v1', 'GCF_002591075.1_ASM259107v1', 'GCF_002811335.3_ASM281133v4', 'GCF_002848605.1_ASM284860v1', 'GCF_002970375.3_ASM297037v3', 'GCF_003031345.1_ASM303134v1', 'GCF_003194285.1_ASM319428v1', 'GCF_005944305.1_ASM594430v1', 'GCF_900475895.1_47972_E02']	46	1.0	0.0	0.0	['hypothetical protein']	4.173384956691576	['enterobacteria']	['Cronobacter', 'Klebsiella', 'Salmonella']	63.0	0.0
WP_003098616.1	[]	['WP_003098616.1']	['AcrIE4-IF7', 'AcrIF23', 'AcrIF24', 'AcrIF7', 'aca1']	['GCF_000026645.1_ASM2664v1', 'GCF_000508765.1_ASM50876v1', 'GCF_000510305.1_ASM51030v1']	7	1.0	0.0	0.0	['YkgJ family cysteine cluster protein']	5.28948974609375	['g-proteobacteria']	['Pseudomonas']	117.0	0.0
WP_001339896.1	[]	['WP_001339896.1']	['AcrIF11']	['GCF_003413625.1_ASM341362v1']	1	1.0	0.0	0.0	['hypothetical protein']	8.80377197265625	['E. coli']	['Escherichia']	60.0	0.0
WP_109028226.1	[]	['WP_109028226.1']	['AcrIIA14']	['GCF_003111745.1_ASM311174v1']	1	1.0	0.0	0.0	['transposase']	9.96441650390625	['firmicutes']	['Staphylococcus']	109.0	0.0
