cluster_rep	name_	member_ids	locus	assembly	n_members	n_chromosomes	n_plasmids	virus_percent	product	avg_iso	phylum	species	mean_length	percent_cas13
WP_085949012.1	[]	['WP_085949012.1', 'WP_076612230.1']	['Lys1', 'lys2', 'lys3']	['GCF_000009565.1_ASM956v1', 'GCF_000017985.1_ASM1798v1', 'GCF_000022665.1_ASM2266v1', 'GCF_000023665.1_ASM2366v1', 'GCF_000830035.1_ASM83003v1', 'GCF_000833145.1_ASM83314v1', 'GCF_001039415.1_ASM103941v1', 'GCF_001281005.1_ASM128100v1', 'GCF_001294565.1_ASM129456v1', 'GCF_001542675.2_ASM154267v2', 'GCF_001559615.2_ASM155961v2', 'GCF_001559635.1_ASM155963v1', 'GCF_001566675.1_ASM156667v1', 'GCF_001596115.1_ASM159611v1', 'GCF_002011945.1_ASM201194v1', 'GCF_002055635.1_ASM205563v1', 'GCF_002090355.1_ASM209035v1', 'GCF_002180095.1_ASM218009v1', 'GCF_002180275.1_ASM218027v1', 'GCF_002787935.1_ASM278793v1', 'GCF_002853655.1_ASM285365v1', 'GCF_002993265.1_ASM299326v1', 'GCF_003956265.1_ASM395626v1', 'GCF_900635185.1_39038_C01', 'GCF_900635635.1_31436_D01', 'GCF_900635895.1_35910_C01', 'GCF_900636305.1_40415_B02']	29	1.0	0.0	0.0	['', 'DUF1398 domain-containing protein', 'DUF1722 domain-containing protein', 'IS1 family transposase', 'hypothetical protein', 'lysis protein S', 'porin', 'trypsin']	10.275902057516165	"['DE3 ', ""DE3pLysS AG' "", 'E. coli', 'enterobacteria']"	['Citrobacter', 'Escherichia', 'Serratia', 'Shigella']	271.0344827586207	0.0
NP_461105.1	[]	['NP_461105.1']	['Lys1']	['GCF_002853655.1_ASM285365v1']	1	1.0	0.0	0.0	['IS1 family transposase']	9.29620361328125	['E. coli']	['Escherichia']	243.0	0.0
WP_001295431.1	[]	['WP_001295431.1']	['Lys1']	['GCF_002853655.1_ASM285365v1']	1	1.0	0.0	0.0	['sensor histidine kinase']	8.69000244140625	['E. coli']	['Escherichia']	561.0	0.0
WP_077473046.1	[]	['WP_001112170.1', 'WP_001146308.1', 'WP_077473046.1', 'WP_104888896.1', 'WP_001146311.1', 'WP_012602764.1', 'WP_124783038.1', 'WP_001146309.1', 'WP_095522815.1', 'WP_000386784.1']	['lys2']	['GCF_000227625.1_ASM22762v1', 'GCF_001678925.1_ASM167892v1', 'GCF_001890365.1_ASM189036v1', 'GCF_002278115.2_ASM227811v2', 'GCF_002946715.1_ASM294671v1', 'GCF_002948655.1_ASM294865v1', 'GCF_003018335.1_ASM301833v1', 'GCF_003308975.1_ASM330897v1', 'GCF_003571685.1_ASM357168v1', 'GCF_003627855.1_ASM362785v1', 'GCF_003860385.1_ASM386038v1', 'GCF_004011015.1_ASM401101v1', 'GCF_004759025.1_ASM475902v1', 'GCF_005886035.1_ASM588603v1', 'GCF_006965465.1_ASM696546v1', 'GCF_900636175.1_39130_G01', 'GCF_900636405.1_41767_E01', 'GCF_900637015.1_46514_C01']	18	1.0	0.0	0.0	['AraC family transcriptional regulator', 'DUF523 and DUF1722 domain-containing protein', 'helix-turn-helix domain-containing protein', 'transcriptional regulator']	8.223124186197916	['E. coli', 'enterobacteria']	['Escherichia']	244.83333333333334	0.0
WP_000157973.1	[]	['WP_000157973.1']	['lys2']	['GCF_000009565.1_ASM956v1', 'GCF_000014845.1_ASM1484v1', 'GCF_000017985.1_ASM1798v1', 'GCF_000022665.1_ASM2266v1', 'GCF_000023665.1_ASM2366v1', 'GCF_000026285.1_ASM2628v2', 'GCF_000813165.1_ASM81316v1', 'GCF_000830035.1_ASM83003v1', 'GCF_000833145.1_ASM83314v1', 'GCF_001021595.1_ASM102159v1', 'GCF_001021615.1_APECO18', 'GCF_001039415.1_ASM103941v1', 'GCF_001280325.1_ASM128032v1', 'GCF_001280345.1_ASM128034v1', 'GCF_001280405.1_ASM128040v1', 'GCF_001420955.1_ASM142095v1', 'GCF_001559615.2_ASM155961v2', 'GCF_001559635.1_ASM155963v1', 'GCF_001596115.1_ASM159611v1', 'GCF_001678925.1_ASM167892v1', 'GCF_001750845.1_ASM175084v1', 'GCF_001888075.1_ASM188807v1', 'GCF_001900395.1_ASM190039v1', 'GCF_001900495.1_ASM190049v1', 'GCF_001900655.1_ASM190065v1', 'GCF_001900715.1_ASM190071v1', 'GCF_001900885.1_ASM190088v1', 'GCF_001900905.1_ASM190090v1', 'GCF_001900925.1_ASM190092v1', 'GCF_002011985.1_ASM201198v1', 'GCF_002024865.1_ASM202486v1', 'GCF_002090355.1_ASM209035v1', 'GCF_002220215.1_ASM222021v1', 'GCF_002285755.1_ASM228575v1', 'GCF_002844685.1_ASM284468v1', 'GCF_002846135.1_ASM284613v1', 'GCF_002948655.1_ASM294865v1', 'GCF_002953435.1_ASM295343v1', 'GCF_003013205.1_ASM301320v1', 'GCF_003020885.1_ASM302088v1', 'GCF_003031225.1_ASM303122v1', 'GCF_003073875.1_ASM307387v1', 'GCF_003336405.1_ASM333640v1']	43	1.0	0.0	0.0	['Spanin from lambdoid prophage Rac, outer membrane subunit', 'hypothetical protein', 'lysozyme', 'lysozyme RrrD', 'membrane protein', 'prophage lysis lipoprotein RzoD']	9.51348876953125	"['DE3 ', ""DE3pLysS AG' "", 'E. coli', 'enterobacteria']"	['Escherichia', 'Shigella']	167.0	0.0
WP_106087021.1	[]	['WP_025210428.1', 'WP_073470677.1', 'WP_001516459.1', 'WP_001291094.1', 'WP_106087021.1', 'WP_126315337.1', 'WP_110991472.1', 'WP_016233024.1', 'WP_001291108.1', 'WP_001614533.1', 'WP_001291102.1', 'WP_073508446.1', 'WP_060773616.1', 'WP_001291092.1', 'WP_023277537.1', 'WP_089588342.1', 'WP_001695609.1', 'WP_016232661.1', 'WP_016245936.1', 'WP_001291109.1', 'WP_001291096.1']	['lys2']	['GCF_000010385.1_ASM1038v1', 'GCF_000014845.1_ASM1484v1', 'GCF_000027125.1_ASM2712v1', 'GCF_000599665.1_ASM59966v1', 'GCF_000599685.1_ASM59968v1', 'GCF_000599705.1_ASM59970v1', 'GCF_000971615.1_ASM97161v1', 'GCF_001021635.2_ASM102163v2', 'GCF_001420955.1_ASM142095v1', 'GCF_001542675.2_ASM154267v2', 'GCF_001900455.1_ASM190045v1', 'GCF_001900475.1_ASM190047v1', 'GCF_001900495.1_ASM190049v1', 'GCF_001900655.1_ASM190065v1', 'GCF_001900715.1_ASM190071v1', 'GCF_001900885.1_ASM190088v1', 'GCF_001900925.1_ASM190092v1', 'GCF_001900945.1_ASM190094v1', 'GCF_001900965.1_ASM190096v1', 'GCF_001901025.1_ASM190102v1', 'GCF_001901045.1_ASM190104v1', 'GCF_001901085.1_ASM190108v1', 'GCF_001901125.1_ASM190112v1', 'GCF_001901185.1_ASM190118v1', 'GCF_001936315.1_ASM193631v1', 'GCF_002011985.1_ASM201198v1', 'GCF_002057355.1_ASM205735v1', 'GCF_002058765.1_ASM205876v1', 'GCF_002214205.1_ASM221420v1', 'GCF_002220215.1_ASM222021v1', 'GCF_002310555.1_ASM231055v1', 'GCF_002741355.1_ASM274135v1', 'GCF_002948655.1_ASM294865v1', 'GCF_002999075.1_ASM299907v1', 'GCF_003013205.1_ASM301320v1', 'GCF_003073875.1_ASM307387v1', 'GCF_003231115.1_ASM323111v1', 'GCF_003336405.1_ASM333640v1', 'GCF_003443815.1_ASM344381v1', 'GCF_003571765.1_ASM357176v1', 'GCF_003691425.1_ASM369142v1', 'GCF_003703795.1_ASM370379v1', 'GCF_004006545.1_ASM400654v1', 'GCF_004301465.1_ASM430146v1', 'GCF_004368015.1_ASM436801v1', 'GCF_006777065.1_ASM677706v1', 'GCF_900497485.1_ASM90049748v1', 'GCF_900635145.1_38490_G02', 'GCF_900635205.1_39081_F01', 'GCF_900635325.1_41556_D01', 'GCF_900636005.1_38389_A01', 'GCF_900636075.1_38670_C01', 'GCF_900636115.1_39038_A01', 'GCF_900636125.1_38977_C01', 'GCF_900636405.1_41767_E01', 'GCF_900636595.1_42925_A01', 'GCF_900637015.1_46514_C01']	57	1.0	0.0	0.0	['P22 coat - protein 5 family protein', 'chromosome partitioning protein ParB', 'hypothetical protein', 'phage protein', 'transcriptional regulator']	4.496420341625548	['E. coli']	['Escherichia']	262.12280701754383	0.0
WP_085948393.1	[]	['WP_085948393.1', 'WP_072275172.1']	['lys2']	['GCF_000027125.1_ASM2712v1', 'GCF_002011985.1_ASM201198v1', 'GCF_900497485.1_ASM90049748v1']	3	1.0	0.0	0.0	['hypothetical protein']	9.033671061197916	['E. coli']	['Escherichia']	65.0	0.0
WP_038648436.1	[]	['WP_038648436.1']	['lys2']	['GCF_000759475.1_ASM75947v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.60882568359375	['enterobacteria']	['Pantoea']	79.0	0.0
WP_038648439.1	[]	['WP_010835879.1', 'WP_001279421.1', 'WP_080602564.1', 'YP_009274675.1', 'WP_038648439.1', 'YP_006383874.1']	['Lys1', 'lys2', 'lys3']	['GCF_000759475.1_ASM75947v1', 'GCF_000896335.1_ViralProj167665', 'GCF_000982825.1_ASM98282v1', 'GCF_001736255.1_ViralProj343487', 'GCF_002011945.1_ASM201194v1', 'GCF_002900365.1_ASM290036v1', 'GCF_003312485.2_ASM331248v2', 'GCF_004919225.1_ASM491922v1', 'GCF_004919305.1_ASM491930v1', 'GCF_005144985.1_ASM514498v1', 'GCF_005537135.1_ASM553713v1', 'GCF_005890095.1_ASM589009v1', 'GCF_005890175.1_ASM589017v1']	14	0.8571428571428571	0.0	0.14285714285714285	['hypothetical protein']	5.773245675223214	['E. coli', 'enterobacteria', 'viruses']	['Cronobacter', 'Escherichia', 'Pantoea', 'Salmonella']	91.0	0.0
WP_038650238.1	[]	['WP_038650238.1']	['lys2']	['GCF_000759475.1_ASM75947v1']	1	1.0	0.0	0.0	['hypothetical protein']	6.07183837890625	['enterobacteria']	['Pantoea']	132.0	0.0
WP_038648445.1	[]	['WP_012125681.1', 'WP_038648445.1', 'WP_077870345.1', 'NP_415069.1']	['Lys1', 'lys2']	['GCF_000023365.1_ASM2336v1', 'GCF_000270105.1_ASM27010v1', 'GCF_000759475.1_ASM75947v1', 'GCF_000833635.2_ASM83363v2', 'GCF_001183645.1_ASM118364v1', 'GCF_001183665.1_ASM118366v1', 'GCF_001183685.1_ASM118368v1', 'GCF_001455385.1_ASM145538v1', 'GCF_001663075.1_ASM166307v1', 'GCF_001709315.1_ASM170931v1', 'GCF_001723505.1_ASM172350v1', 'GCF_002848225.1_ASM284822v1', 'GCF_005037815.1_ASM503781v2', 'GCF_005954725.1_ASM595472v1']	14	1.0	0.0	0.0	['DNA-binding response regulator', 'DUF1198 domain-containing protein', 'IS3-like element IS629 family transposase', 'IS5-like element IS5 family transposase', 'site-specific integrase']	9.762468610491071	['E. coli', 'enterobacteria']	['Escherichia', 'Pantoea']	384.42857142857144	0.0
WP_008813118.1	[]	['WP_129008861.1', 'WP_014884006.1', 'WP_008813118.1', 'WP_029039649.1', 'WP_032668795.1', 'WP_134215707.1', 'YP_003614048.1', 'WP_039273321.1']	['Lys1', 'lys2']	['GCF_000025565.1_ASM2556v1', 'GCF_000286275.1_ASM28627v1', 'GCF_000814205.1_ASM81420v1', 'GCF_000982825.1_ASM98282v1', 'GCF_001280365.1_ASM128036v1', 'GCF_003254805.1_ASM325480v1', 'GCF_004118875.1_ASM411887v1', 'GCF_900520375.1_ASM90052037v1']	8	1.0	0.0	0.0	['', 'DNA-packaging protein', 'hypothetical protein', 'phage DNA Packaging protein']	6.4476776123046875	['enterobacteria']	['Citrobacter', 'Cronobacter', 'Enterobacter', 'Serratia']	498.375	0.0
WP_060659611.1	[]	['WP_060659611.1']	['lys2']	['GCF_001280365.1_ASM128036v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.45123291015625	['enterobacteria']	['Serratia']	66.0	0.0
WP_080376431.1	[]	['WP_080376431.1']	['lys2']	['GCF_001280365.1_ASM128036v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.60906982421875	['enterobacteria']	['Serratia']	234.0	0.0
WP_060659618.1	[]	['WP_060659618.1']	['lys2']	['GCF_001280365.1_ASM128036v1']	1	1.0	0.0	0.0	['DNA replication protein']	9.66094970703125	['enterobacteria']	['Serratia']	239.0	0.0
YP_001006551.1	[]	['YP_001006551.1']	['lys2']	['GCF_000009345.1_ASM934v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.13262939453125	['enterobacteria']	['Yersinia']	47.0	0.0
YP_001006552.1	[]	['YP_001006552.1', 'WP_039293107.1']	['Lys1', 'lys2']	['GCF_000009345.1_ASM934v1', 'GCF_000758305.1_ASM75830v1']	2	1.0	0.0	0.0	['hypothetical protein']	4.17071533203125	['enterobacteria']	['Cedecea', 'Yersinia']	59.0	0.0
YP_001006561.1	[]	['YP_001006561.1']	['lys2']	['GCF_000009345.1_ASM934v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.50225830078125	['enterobacteria']	['Yersinia']	133.0	0.0
WP_060437575.1	[]	['WP_060437575.1', 'WP_142486220.1', 'WP_103179207.1']	['lys2']	['GCF_002902985.1_ASM290298v1', 'GCF_002996885.1_ASM299688v1', 'GCF_003336325.1_ASM333632v1', 'GCF_006874705.1_ASM687470v1']	4	1.0	0.0	0.0	['hypothetical protein']	5.795928955078125	['enterobacteria']	['Leclercia', 'Serratia']	74.5	0.0
WP_106046322.1	[]	['WP_106046322.1']	['lys2']	['GCF_002996885.1_ASM299688v1']	1	1.0	0.0	0.0	['restriction endonuclease']	6.22406005859375	['enterobacteria']	['Serratia']	246.0	0.0
WP_106046323.1	[]	['WP_106046323.1']	['lys2']	['GCF_002996885.1_ASM299688v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.85137939453125	['enterobacteria']	['Serratia']	308.0	0.0
WP_064798899.1	[]	['WP_064798899.1']	['lys2']	['GCF_001663135.1_ASM166313v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.20318603515625	['enterobacteria']	['Serratia']	74.0	0.0
WP_064798903.1	[]	['WP_064798903.1']	['lys2']	['GCF_001663135.1_ASM166313v1']	1	1.0	0.0	0.0	['hypothetical protein']	6.23370361328125	['enterobacteria']	['Serratia']	222.0	0.0
WP_064798904.1	[]	['WP_064798904.1']	['lys2']	['GCF_001663135.1_ASM166313v1']	1	1.0	0.0	0.0	['hypothetical protein']	6.71246337890625	['enterobacteria']	['Serratia']	59.0	0.0
WP_064798905.1	[]	['WP_032104831.1', 'WP_064798905.1']	['Lys1', 'lys2']	['GCF_001663135.1_ASM166313v1', 'GCF_003408595.1_ASM340859v1']	2	1.0	0.0	0.0	['hypothetical protein']	4.67657470703125	['enterobacteria']	['Enterobacter', 'Serratia']	99.5	0.0
WP_064798907.1	[]	['WP_064798907.1']	['lys2']	['GCF_001663135.1_ASM166313v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.88861083984375	['enterobacteria']	['Serratia']	229.0	0.0
WP_072193688.1	[]	['WP_072193688.1']	['lys2']	['GCF_003516105.1_ASM351610v1']	1	1.0	0.0	0.0	['DUF3850 domain-containing protein']	4.68804931640625	['enterobacteria']	['Cronobacter']	200.0	0.0
WP_054628524.1	[]	['WP_054628524.1']	['lys2']	['GCF_003516105.1_ASM351610v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.29901123046875	['enterobacteria']	['Cronobacter']	70.0	0.0
WP_072193689.1	[]	['WP_072193689.1']	['Lys1', 'lys2']	['GCF_000017665.1_ASM1766v1']	2	1.0	0.0	0.0	['RusA family crossover junction endodeoxyribonuclease']	4.84710693359375	['enterobacteria']	['Cronobacter']	74.0	0.0
WP_012125417.1	[]	['WP_012125417.1', 'WP_010671240.1']	['Lys1', 'lys2']	['GCF_000017665.1_ASM1766v1', 'GCF_001709315.1_ASM170931v1']	2	1.0	0.0	0.0	['bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase', 'bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD']	5.79296875	['enterobacteria']	['Cronobacter', 'Pantoea']	288.0	0.0
WP_077174391.1	[]	['WP_077174391.1']	['lys2']	['GCF_003048255.1_ASM304825v1']	1	1.0	0.0	0.0	['hypothetical protein']	8.54718017578125	['enterobacteria']	['Yersinia']	171.0	0.0
WP_108087582.1	[]	['WP_108087582.1']	['lys2']	['GCF_003048255.1_ASM304825v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.70013427734375	['enterobacteria']	['Yersinia']	376.0	0.0
WP_108087583.1	[]	['WP_108087583.1']	['lys2']	['GCF_003048255.1_ASM304825v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.69659423828125	['enterobacteria']	['Yersinia']	75.0	0.0
WP_070082874.1	[]	['WP_070082874.1', 'WP_080608206.1', 'WP_108087587.1']	['lys2', 'lys3']	['GCF_001753185.1_ASM175318v1', 'GCF_002073315.2_ASM207331v2', 'GCF_002983625.1_ASM298362v1', 'GCF_003048255.1_ASM304825v1']	4	1.0	0.0	0.0	['hypothetical protein', 'negative regulator GrlR']	6.504425048828125	['enterobacteria']	['Klebsiella', 'Yersinia']	107.5	0.0
WP_070082875.1	[]	['WP_070082875.1']	['lys2']	['GCF_001753185.1_ASM175318v1']	1	1.0	0.0	0.0	['hypothetical protein']	8.66021728515625	['enterobacteria']	['Klebsiella']	87.0	0.0
WP_134928629.1	[]	['WP_108701707.1', 'WP_134928629.1']	['Lys1', 'lys2']	['GCF_002953175.1_ASM295317v1', 'GCF_003073275.1_ASM307327v1', 'GCF_004768625.1_ASM476862v1', 'GCF_004768665.1_ASM476866v1', 'GCF_004798765.1_ASM479876v1']	5	1.0	0.0	0.0	['hypothetical protein']	5.61851806640625	['enterobacteria']	['Phytobacter', 'Salmonella']	77.0	0.0
WP_000065371.1	[]	['WP_000065371.1']	['lys2']	['GCF_000332755.1_ASM33275v1', 'GCF_001515725.1_ASM151572v1']	2	1.0	0.0	0.0	['DUF2528 domain-containing protein']	4.28314208984375	['E. coli']	['Escherichia']	122.0	0.0
WP_000213968.1	[]	['WP_000213968.1']	['lys2']	['GCF_000332755.1_ASM33275v1', 'GCF_001515725.1_ASM151572v1']	2	1.0	0.0	0.0	['Restriction inhibitor protein ral']	8.77984619140625	['E. coli']	['Escherichia']	66.0	0.0
WP_001701612.1	[]	['WP_001701612.1']	['lys2']	['GCF_000332755.1_ASM33275v1', 'GCF_001515725.1_ASM151572v1']	2	1.0	0.0	0.0	['phage antitermination q type 1 family']	6.02105712890625	['E. coli']	['Escherichia']	71.0	0.0
WP_021561287.1	[]	['WP_134159173.1', 'WP_021561287.1']	['lys2']	['GCF_002310595.1_ASM231059v1', 'GCF_900497455.1_ASM90049745v1']	2	1.0	0.0	0.0	['helix-turn-helix domain-containing protein', 'hypothetical protein']	8.620849609375	['E. coli']	['Escherichia']	194.0	0.0
YP_006560616.1	[]	['YP_006560616.1']	['lys2']	['GCF_000899835.1_ViralProj171957']	1	0.0	0.0	1.0	['hypothetical protein']	3.79937744140625	['viruses']	['Salmonella']	31.0	0.0
YP_006560619.1	[]	['YP_006560619.1']	['lys2']	['GCF_000899835.1_ViralProj171957']	1	0.0	0.0	1.0	['hypothetical protein']	8.77020263671875	['viruses']	['Salmonella']	53.0	0.0
WP_128878639.1	[]	['WP_128878639.1']	['lys2']	['GCF_900631595.1_NCTC13098_2']	1	1.0	0.0	0.0	['hypothetical protein']	6.39483642578125	['enterobacteria']	['Raoultella']	84.0	0.0
WP_128879560.1	[]	['WP_128879560.1']	['lys2']	['GCF_900631595.1_NCTC13098_2']	1	1.0	0.0	0.0	['hypothetical protein']	6.16204833984375	['enterobacteria']	['Raoultella']	69.0	0.0
WP_128878642.1	[]	['WP_014343799.1', 'WP_128878642.1', 'WP_014884008.1', 'WP_001279869.1', 'YP_009639265.1']	['Lys1', 'lys2']	['GCF_000027025.1_ASM2702v1', 'GCF_000286275.1_ASM28627v1', 'GCF_003194225.1_ASM319422v1', 'GCF_004022525.1_ASM402252v1', 'GCF_900156925.1_BTP1_v2', 'GCF_900538085.1_D23580_liv', 'GCF_900631595.1_NCTC13098_2']	7	0.8571428571428571	0.0	0.14285714285714285	['Pid regulatory protein', 'hypothetical protein']	4.757943289620536	['enterobacteria', 'viruses']	['Enterobacter', 'Raoultella', 'Salmonella']	91.57142857142857	0.0
WP_128878647.1	[]	['WP_001241019.1', 'WP_075204790.1', 'WP_124021125.1', 'WP_128878647.1', 'YP_007011031.1', 'WP_023136401.1', 'WP_071687307.1', 'WP_049703684.1', 'WP_021000145.1', 'WP_001550288.1', 'WP_041145891.1', 'WP_059308241.1', 'WP_106504033.1', 'WP_079945832.1', 'WP_063149571.1', 'WP_071819753.1', 'WP_024136025.1', 'WP_001241016.1', 'WP_118663626.1', 'WP_038395479.1', 'WP_079951046.1', 'WP_136485662.1', 'WP_015742381.1']	['Lys1', 'lys2', 'lys3']	['GCF_000027065.2_ASM2706v1', 'GCF_000286275.1_ASM28627v1', 'GCF_000486725.2_ASM48672v2', 'GCF_000756465.1_ASM75646v1', 'GCF_000900935.1_ViralProj181984', 'GCF_000988525.3_ASM98852v3', 'GCF_001119245.2_76_1292', 'GCF_001186215.1_ASM118621v1', 'GCF_001409175.1_99_3134', 'GCF_001518835.1_ASM151883v1', 'GCF_001620135.2_ASM162013v2', 'GCF_001620205.2_ASM162020v2', 'GCF_001623545.2_ASM162354v2', 'GCF_001679985.1_ASM167998v1', 'GCF_001890165.1_ASM189016v1', 'GCF_001975305.1_ASM197530v1', 'GCF_002196535.1_ASM219653v1', 'GCF_002211705.1_ASM221170v1', 'GCF_002234735.2_ASM223473v2', 'GCF_003010695.1_ASM301069v1', 'GCF_003030105.1_ASM303010v1', 'GCF_003073535.1_ASM307353v1', 'GCF_003485445.1_ASM348544v1', 'GCF_003571625.1_ASM357162v1', 'GCF_004804375.1_ASM480437v1', 'GCF_007035805.1_ASM703580v1', 'GCF_900631595.1_NCTC13098_2', 'GCF_900635655.1_31629_D01', 'GCF_900635725.1_32752_C01', 'GCF_900636285.1_40400_C01', 'GCF_900638065.1_55685_A01']	32	0.96875	0.0	0.03125	['hypothetical protein']	9.442031860351562	['E. coli', 'enterobacteria', 'viruses']	['Citrobacter', 'Cronobacter', 'Edwardsiella', 'Enterobacter', 'Erwinia', 'Escherichia', 'Klebsiella', 'Leclercia', 'Raoultella', 'Salmonella']	67.21875	0.0
WP_128878648.1	[]	['WP_128878648.1']	['lys2']	['GCF_900631595.1_NCTC13098_2']	1	1.0	0.0	0.0	['DNA-binding protein']	6.91314697265625	['enterobacteria']	['Raoultella']	130.0	0.0
WP_089588343.1	[]	['WP_089588343.1']	['lys2']	['GCF_003013205.1_ASM301320v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.23846435546875	['E. coli']	['Escherichia']	200.0	0.0
YP_009191496.1	[]	['YP_009191496.1']	['lys2']	['GCF_001470915.2_ViralProj306295']	1	0.0	0.0	1.0	['HNH homing endonuclease']	9.40838623046875	['viruses']	['Salmonella']	193.0	0.0
WP_108087588.1	[]	['WP_063137393.1', 'WP_063308716.1', 'WP_045622344.1', 'WP_123922863.1', 'WP_118971097.1', 'WP_049792171.1', 'WP_032634759.1', 'WP_060706493.1', 'WP_016247110.1', 'WP_108168628.1', 'WP_032141945.1', 'WP_001081498.1', 'WP_065906178.1', 'WP_045368486.1', 'WP_032665499.1', 'WP_095033322.1', 'WP_039273319.1', 'WP_054829857.1', 'WP_047641344.1', 'WP_049703691.1', 'WP_121539971.1', 'WP_108087588.1', 'WP_064441756.1', 'WP_052938564.1', 'WP_103245747.1', 'WP_059200662.1', 'YP_003611833.1', 'WP_121813293.1']	['Lys1', 'lys2', 'lys3']	['GCF_000025565.1_ASM2556v1', 'GCF_000233595.1_ASM23359v1', 'GCF_000257275.1_ASM25727v1', 'GCF_000748565.2_ASM74856v2', 'GCF_000814205.1_ASM81420v1', 'GCF_001186215.1_ASM118621v1', 'GCF_001280365.1_ASM128036v1', 'GCF_001294565.1_ASM129456v1', 'GCF_001514455.1_ASM151445v1', 'GCF_001521715.1_ASM152171v1', 'GCF_001559215.2_ASM155921v2', 'GCF_001571545.2_ASM157154v2', 'GCF_001623605.1_ASM162360v1', 'GCF_001647755.1_ASM164775v1', 'GCF_001700855.1_ASM170085v1', 'GCF_001901125.1_ASM190112v1', 'GCF_002269255.1_ASM226925v1', 'GCF_002796525.1_ASM279652v1', 'GCF_002903045.1_ASM290304v1', 'GCF_002903085.1_ASM290308v1', 'GCF_003048255.1_ASM304825v1', 'GCF_003051945.2_ASM305194v2', 'GCF_003073515.1_ASM307351v1', 'GCF_003288475.1_ASM328847v1', 'GCF_003382725.1_ASM338272v1', 'GCF_003444755.1_ASM344475v1', 'GCF_003546885.1_ASM354688v1', 'GCF_003586025.1_ASM358602v1', 'GCF_003665595.1_ASM366559v1', 'GCF_003675305.1_ASM367530v1', 'GCF_003812145.1_ASM381214v1', 'GCF_004118875.1_ASM411887v1', 'GCF_004848885.1_ASM484888v1', 'GCF_004923395.1_ASM492339v1', 'GCF_004923415.1_ASM492341v1']	36	0.9722222222222222	0.027777777777777776	0.0	['', 'hypothetical protein']	5.282402886284722	['E. coli', 'enterobacteria']	['Buttiauxella', 'Citrobacter', 'Edwardsiella', 'Enterobacter', 'Enterobacteriaceae', 'Escherichia', 'Klebsiella', 'Pantoea', 'Raoultella', 'Salmonella', 'Serratia', 'Yersinia']	212.27777777777777	0.0
WP_138097925.1	[]	['WP_138097925.1', 'WP_045332067.1']	['Lys1', 'lys2']	['GCF_003965345.2_ASM396534v2', 'GCF_005671395.1_ASM567139v1']	2	1.0	0.0	0.0	['hypothetical protein']	5.4320068359375	['enterobacteria']	['Enterobacter', 'Izhakiella']	171.0	0.0
WP_138097926.1	[]	['WP_138097926.1']	['lys2']	['GCF_005671395.1_ASM567139v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.64837646484375	['enterobacteria']	['Izhakiella']	92.0	0.0
WP_138097927.1	[]	['WP_138097927.1']	['lys2']	['GCF_005671395.1_ASM567139v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.21234130859375	['enterobacteria']	['Izhakiella']	323.0	0.0
WP_138097929.1	[]	['WP_138097929.1']	['lys2']	['GCF_005671395.1_ASM567139v1']	1	1.0	0.0	0.0	['hypothetical protein']	10.03118896484375	['enterobacteria']	['Izhakiella']	79.0	0.0
